ITEM: TIMESTEP
50000
ITEM: NUMBER OF ATOMS
907
ITEM: BOX BOUNDS ff ff ff
-0.045 0.045
-0.025 0.025
0 0.003
ITEM: ATOMS id type x y z vx vy vz fx fy fz omegax omegay omegaz radius 
2 1 -0.0379942 -0.0190013 0.00110036 0.0194705 0.000353233 0.000606699 -0.00197417 -0.000677257 -0.00052198 17.198 -5.62901 -7.39108 0.001 
5 1 -0.0359929 -0.0190013 0.00110038 0.00769236 0.00135129 -0.00059966 0.000983228 -0.000384997 -0.00251041 10.5273 4.95448 -3.63566 0.001 
6 1 -0.0339923 -0.0190013 0.00110034 0.00461845 0.0011183 -0.000952903 0.00498631 -0.00325935 0.013218 -0.975591 -45.2086 -4.34495 0.001 
9 1 -0.031992 -0.0190014 0.0011003 0.00976685 0.000909826 0.00354086 0.00599146 -0.00079144 2.59992e-05 1.83732 0.456113 -0.729565 0.001 
11 1 -0.0299923 -0.0190013 0.00110036 0.0101278 0.000710346 0.00132439 0.00243827 0.000940479 0.00234846 6.90519 4.04201 0.0965472 0.001 
13 1 -0.0279926 -0.0190013 0.00110036 0.00885573 0.000766296 -0.00027629 -0.000509724 0.000697474 0.000341309 7.35879 3.80265 -1.09423 0.001 
15 1 -0.0259927 -0.0190013 0.00110033 0.0068042 0.000842209 -0.00330774 -0.00419384 0.000717073 -0.000902429 -2.96865 -14.6179 -1.22659 0.001 
17 1 -0.0239928 -0.0190013 0.00110036 0.00617092 0.000528319 -0.000231607 -0.00345436 0.000547142 0.000956286 3.249 2.49474 -1.06479 0.001 
19 1 -0.021993 -0.0190013 0.00110034 0.00483578 0.000442984 -0.000437542 -0.00285962 0.000681625 0.00063157 1.62784 -4.34951 -0.861567 0.001 
21 1 -0.0199931 -0.0190013 0.00110025 0.00487829 0.000790155 -0.00213363 -0.00435921 0.000154223 0.00434973 -14.6394 -46.0181 3.35902 0.001 
23 1 -0.0179933 -0.0190013 0.00110033 0.00283539 0.0005792 0.00108291 -0.0015032 -2.36159e-05 0.00115576 1.43282 -0.0475921 -0.523313 0.001 
24 1 -0.0159935 -0.0190013 0.00110034 0.00232512 0.000516591 0.000105382 -0.00209548 0.00040071 0.000167471 1.26376 1.98595 -0.30109 0.001 
27 1 -0.0139937 -0.0190012 0.00110036 0.00230154 0.000485777 8.49269e-05 -0.00280449 0.000595577 -0.000246282 4.93093 6.21044 0.273892 0.001 
28 1 -0.0119935 -0.0190013 0.00110035 0.000676801 0.00055175 0.000352006 0.0009728 0.000748909 -0.000820487 0.63644 -0.64628 -0.52326 0.001 
31 1 -0.00999368 -0.0190012 0.00110027 0.000619527 0.000432184 0.000332054 0.000875406 0.000610152 0.000482878 0.225742 0.545515 -0.226605 0.001 
32 1 -0.00799399 -0.0190012 0.00110031 0.000521801 0.000429828 0.000284068 0.000786934 0.000789828 0.000830042 0.461095 -0.390224 0.105867 0.001 
35 1 -0.00599432 -0.0190012 0.00110026 0.000175417 0.000441591 0.000363511 0.000271873 0.000779778 0.000633944 0.413348 0.012093 -0.137821 0.001 
36 1 -0.00399469 -0.0190012 0.00110029 9.74357e-05 0.000410825 0.000320197 7.25221e-05 0.000755524 0.000661507 0.385199 -0.0313927 -0.0669797 0.001 
39 1 -0.00199505 -0.0190012 0.00110028 8.37672e-05 0.000411559 0.000327194 -0.000100031 0.000678438 0.000586383 0.387677 -0.0511465 -0.0526668 0.001 
1 1 -0.0389936 -0.0172744 0.000999658 0.0199018 0.00196522 0.000368882 -9.79699e-05 -0.00116969 0.000546187 -13.7229 -0.947968 7.39465 0.001 
41 1 -0.0379929 -0.0155483 0.00110057 0.0148901 0.00630331 -0.00178014 -0.00500881 -0.000266593 0.000923042 7.66076 -5.10784 -2.18112 0.001 
3 1 -0.0369935 -0.0172751 0.000999452 0.0112212 0.00465782 0.00181732 -0.00202637 -0.00101005 0.00162432 -14.8165 8.94064 -1.08479 0.001 
4 1 -0.0349925 -0.017275 0.00099949 0.0094802 0.00333101 -0.00439968 -0.000407468 -0.000863866 -0.00232356 4.48408 29.0401 0.00725273 0.001 
44 1 -0.035993 -0.0155488 0.0011005 0.0124093 0.00484136 0.00353545 -0.00440709 -0.00116756 0.000988552 5.89888 -26.9838 -1.99467 0.001 
45 1 -0.033992 -0.0155487 0.00110053 0.0119348 0.00362051 0.000835899 -0.00314133 -0.00289759 -0.00280587 10.7876 -13.4072 -1.81254 0.001 
7 1 -0.0329919 -0.017275 0.000999467 0.0101516 0.00181622 0.00226874 -0.00395977 -0.002365 -0.00693493 -11.3804 12.0907 0.144179 0.001 
8 1 -0.0309922 -0.0172748 0.000999472 0.0101369 0.00180332 -0.00376105 0.00102148 0.00020218 -0.000238552 -13.5943 -6.15937 0.278537 0.001 
48 1 -0.0319923 -0.0155483 0.00110057 0.0120986 0.00305985 0.00142412 -0.00355154 -0.00201506 -0.00301457 20.7225 7.60257 -1.52622 0.001 
50 1 -0.0299925 -0.0155482 0.00110054 0.0105767 0.00306134 -0.000248558 -0.00341621 0.00135681 0.0027557 10.3727 -5.9228 -1.51935 0.001 
10 1 -0.0289924 -0.0172747 0.000999467 0.00950472 0.00206057 0.00111624 -0.00167752 0.00128036 0.000789608 -6.06894 -3.40308 0.620922 0.001 
12 1 -0.0269926 -0.0172748 0.000999495 0.007897 0.00245764 0.00215281 -0.00367762 0.00212523 -0.00199487 8.3779 18.3887 0.586067 0.001 
52 1 -0.0279925 -0.0155482 0.00110046 0.00877961 0.00408163 -0.00397174 -0.00478871 0.00197011 0.00230995 -15.1327 -21.8388 -1.28767 0.001 
14 1 -0.0249926 -0.0172748 0.00099946 0.00760783 0.00164098 0.00139727 -0.00383335 0.00107169 -0.000277047 -0.930813 -2.36611 0.244882 0.001 
16 1 -0.0229931 -0.0172746 0.000999474 0.00649016 0.00133303 -9.2174e-05 -0.00376268 0.00129344 -0.000704859 -0.344183 3.24202 -0.0669079 0.001 
54 1 -0.0259927 -0.0155483 0.00110056 0.00864936 0.00299447 0.000436293 -0.00446888 0.00201414 -0.000721128 0.807457 -0.126773 -0.96641 0.001 
