ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
907
ITEM: BOX BOUNDS ff ff ff
-0.045 0.045
-0.025 0.025
0 0.003
ITEM: ATOMS id type x y z vx vy vz fx fy fz omegax omegay omegaz radius 
2 1 -0.0379843 -0.0190013 0.00110033 0.0190437 -0.000115196 1.72963e-05 3.423e-05 1.62077e-06 -5.99932e-07 2.27671 0.370345 -0.576547 0.001 
5 1 -0.0359845 -0.0190013 0.00110033 0.0185085 -9.29108e-05 1.36184e-05 2.73158e-05 1.65259e-06 1.02548e-05 2.35801 -0.410448 -0.367088 0.001 
6 1 -0.0339847 -0.0190014 0.00110034 0.0179064 -7.11051e-05 9.55958e-07 4.55353e-05 7.93055e-06 -1.17871e-06 2.25532 0.321881 -0.430827 0.001 
9 1 -0.0319849 -0.0190014 0.00110033 0.0173011 -5.63498e-05 7.69429e-06 6.21285e-05 1.84955e-06 5.98308e-06 2.45431 -0.317979 0.0811386 0.001 
11 1 -0.0299853 -0.0190013 0.00110035 0.0169285 -5.55809e-05 8.51403e-06 4.36736e-05 3.46379e-06 -1.95284e-06 2.2268 0.317252 -0.0451187 0.001 
13 1 -0.0279857 -0.0190013 0.00110031 0.0166363 -2.39472e-05 -1.43434e-05 2.53105e-05 -3.41544e-07 3.91443e-06 2.49212 -0.298391 0.0816865 0.001 
15 1 -0.025986 -0.0190013 0.00110033 0.0161728 -3.02232e-05 2.38e-05 3.91989e-05 -1.26186e-06 -7.09722e-06 2.24197 0.228793 -0.200214 0.001 
17 1 -0.0239864 -0.0190014 0.00110035 0.0156154 -3.15534e-05 -1.05506e-05 3.37094e-05 -3.94758e-07 -2.2193e-06 2.55868 -0.171278 0.0799257 0.001 
19 1 -0.0219868 -0.0190013 0.00110031 0.015202 -5.24699e-05 2.78256e-05 2.14038e-05 -1.28011e-06 -5.73774e-06 2.2296 0.110783 -0.00758422 0.001 
21 1 -0.0199872 -0.0190013 0.00110032 0.0147901 -8.54293e-06 -1.11396e-05 -1.63544e-05 4.5197e-06 1.25417e-06 2.59264 -0.0614454 0.0202591 0.001 
23 1 -0.0179875 -0.0190013 0.00110034 0.0143757 2.95488e-06 1.08767e-05 -4.44216e-05 2.03371e-06 1.52985e-06 2.30819 0.0383347 -0.00852889 0.001 
24 1 -0.015988 -0.0190013 0.00110033 0.0140263 2.63325e-07 -1.47122e-05 -5.4145e-05 -1.79266e-06 1.19092e-06 2.54487 0.00222243 0.0215567 0.001 
