ITEM: TIMESTEP
100000
ITEM: NUMBER OF ENTRIES
2514
ITEM: BOX BOUNDS ff ff ff
-0.045 0.045
-0.025 0.025
0 0.003
ITEM: ENTRIES c_q[13] c_q[14] c_q[15] c_q[16] c_q[17] c_q[18] c_q[19] c_q[20] c_q[21] 
2 5 0 -0.0998864 0.0119035 -0.000414142 -0.0998864 5.58911e-07 -1.49898e-07 
2 1 0 3.36115 -4.89527 0.292744 2.96591 -5.12372 0.298715 
2 3 0 -3.16556 -4.38548 0.26266 -2.6972 -4.65624 0.271962 
5 6 0 -0.124626 0.0123604 -0.0015974 -0.124626 5.95547e-07 -2.59183e-07 
5 3 0 3.38134 -4.8734 0.291713 2.96236 -5.11562 0.2988 
5 4 0 -3.25779 -4.51728 0.271656 -2.77752 -4.79498 0.280127 
6 9 0 -0.176699 0.0175962 0.00161776 -0.176699 5.50211e-07 2.91054e-07 
6 4 0 3.43374 -4.94257 0.298271 3.00563 -5.1902 0.303226 
6 7 0 -3.28501 -4.54871 0.271173 -2.79791 -4.83022 0.282182 
9 11 0 -0.366308 0.0219784 -0.010149 -0.366308 -3.58129e-06 -3.10987e-06 
9 7 0 3.38789 -5.0843 0.299174 3.0554 -5.2763 0.308231 
9 8 0 -3.09793 -4.47326 0.275621 -2.71807 -4.69333 0.274254 
11 13 0 -0.42672 0.0128709 0.0379101 -0.42672 -1.24973e-06 7.74266e-06 
11 8 0 3.18185 -4.86523 0.322408 2.90946 -5.02464 0.293667 
11 10 0 -3.02256 -4.47416 0.238308 -2.69849 -4.65985 0.272179 
13 15 0 -0.305256 0.00383539 -0.0075876 -0.305256 -1.73245e-06 -2.27513e-06 
13 10 0 3.13614 -4.69349 0.31362 2.82345 -4.87623 0.284716 
13 12 0 -3.16054 -4.58451 0.244971 -2.78112 -4.80217 0.280396 
15 17 0 -0.337837 0.008004 -0.00649394 -0.337837 5.44347e-06 -3.1543e-06 
15 12 0 3.2991 -4.77747 0.273638 2.89979 -5.0076 0.292436 
15 14 0 -3.17007 -4.39595 0.277677 -2.70294 -4.66679 0.272655 
17 19 0 -0.451984 0.0166528 0.0170621 -0.451984 -1.60372e-05 8.4338e-06 
17 14 0 2.98235 -5.01088 0.314854 2.92216 -5.0469 0.294911 
17 16 0 -2.76832 -4.50316 0.259913 -2.64753 -4.57268 0.267083 
19 21 0 -0.347227 0.0116706 -0.00504952 -0.347227 3.20127e-06 -1.24391e-06 
19 16 0 2.98196 -4.43064 0.280143 2.67047 -4.61165 0.269271 
19 18 0 -2.99478 -4.33554 0.247064 -2.6319 -4.54463 0.265277 
21 23 0 -0.34621 -0.00248621 -0.0263934 -0.34621 2.43964e-06 -4.41096e-06 
21 18 0 3.02918 -4.63214 0.249119 2.76845 -4.78136 0.279113 
21 20 0 -2.93671 -4.31331 0.292243 -2.60897 -4.50482 0.263123 
23 24 0 -0.458421 0.0190666 0.00975994 -0.458421 -4.79141e-06 3.57164e-06 
23 20 0 2.94143 -4.81622 0.275273 2.82668 -4.88208 0.285228 
23 22 0 -2.73343 -4.31008 0.275645 -2.55584 -4.41395 0.257881 
24 27 0 -0.368043 0.0248716 0.0155108 -0.368042 -6.40465e-06 2.97597e-06 
24 22 0 2.82487 -4.49347 0.30053 2.65856 -4.59165 0.268225 
24 25 0 -2.82234 -4.40198 0.238559 -2.61689 -4.51946 0.263872 
27 28 0 -0.281164 0.0276804 0.00492613 -0.281164 -7.59626e-07 -1.5851e-06 
27 25 0 3.05513 -4.30307 0.283706 2.63368 -4.54818 0.265511 
27 26 0 -3.0552 -4.23416 0.232213 -2.60277 -4.4944 0.262435 
28 31 0 -0.436151 0.0367195 0.023536 -0.436151 -1.153e-06 1.4016e-06 
28 26 0 3.137 -4.4747 0.30343 2.72883 -4.71269 0.275212 
28 29 0 -2.89322 -4.01552 0.211091 -2.46696 -4.26016 0.248747 
31 32 0 -0.538986 0.00916363 0.0324494 -0.538986 2.79677e-06 2.82533e-07 
31 29 0 3.01494 -4.40259 0.325101 2.66731 -4.60713 0.26899 
31 30 0 -2.8239 -3.99773 0.183332 -2.44114 -4.21571 0.246128 
32 35 0 -0.59374 0.0383278 0.0282939 -0.59374 -6.49781e-06 3.09392e-06 
32 30 0 2.86225 -4.44194 0.33246 2.64613 -4.57089 0.26686 
32 33 0 -2.71835 -4.11991 0.185969 -2.46739 -4.26155 0.248742 
35 36 0 -0.649654 0.0267516 0.0136625 -0.649654 -3.42734e-06 -2.89918e-06 
35 33 0 2.87798 -4.2903 0.30553 2.58392 -4.46318 0.260487 
35 34 0 -2.73539 -4.01053 0.197358 -2.42459 -4.18773 0.244445 
36 39 0 -0.642602 0.0188997 0.0276324 -0.642602 -3.03989e-06 5.17984e-06 
36 34 0 2.83216 -4.20282 0.298921 2.53435 -4.37776 0.255561 
36 37 0 -2.75336 -3.99628 0.19792 -2.42293 -4.1849 0.244178 
39 37 0 2.85477 -4.163 0.288345 2.52253 -4.35733 0.254199 
39 38 0 -2.77012 -3.96646 0.204416 -2.41438 -4.17015 0.243324 
1 41 0 -3.5066 -4.92191 -0.295856 -3.01507 -5.20609 -0.30419 
1 3 0 -0.468802 -0.0426 -0.0194337 -0.468796 4.31385e-05 4.10144e-05 
41 3 0 -3.28487 4.5569 0.305707 -2.8014 4.83816 0.283152 
41 44 0 -0.24202 -0.00174774 -0.0217788 -0.24202 2.60683e-05 9.37185e-07 
41 40 0 3.43292 -4.76143 0.308888 2.92725 -5.05504 0.295358 
41 42 0 -3.40091 -4.7173 0.294759 -2.90071 -5.00717 0.29319 
3 4 0 -0.135147 -0.014148 0.00234712 -0.135146 2.94524e-06 1.16293e-06 
3 44 0 -3.3899 -4.73365 -0.253048 -2.90371 -5.01292 -0.293394 
4 44 0 3.50485 -4.86065 -0.311922 2.98848 -5.16028 -0.302063 
4 45 0 -3.31579 -4.60152 -0.261109 -2.8282 -4.88252 -0.285767 
4 7 0 -0.136887 -0.012657 -0.00226591 -0.136887 1.07535e-06 -3.85238e-07 
44 45 0 -0.107647 -0.000996914 0.00436536 -0.107647 6.3829e-07 7.42227e-07 
44 42 0 3.42757 -4.8317 0.300747 2.95573 -5.10499 0.298858 
44 43 0 -3.43552 -4.76478 0.266084 -2.92914 -5.05638 0.295985 
45 7 0 -3.44398 4.94867 0.312509 -3.01125 5.19975 0.304314 
