ITEM: TIMESTEP
50000
ITEM: NUMBER OF ENTRIES
2400
ITEM: BOX BOUNDS ff ff ff
-0.045 0.045
-0.025 0.025
0 0.003
ITEM: ENTRIES c_q[13] c_q[14] c_q[15] c_q[16] c_q[17] c_q[18] c_q[19] c_q[20] c_q[21] 
2 1 0 3.04675 -4.34386 0.298467 2.64839 -4.57624 0.266855 
2 3 0 -3.05201 -4.11455 0.2823 -2.55378 -4.40486 0.257496 
5 3 0 3.08639 -4.41399 0.316241 2.69241 -4.64497 0.271582 
5 4 0 -3.05121 -4.29588 0.293081 -2.63147 -4.54075 0.265372 
6 4 0 3.19291 -4.59437 0.268497 2.79507 -4.8241 0.281812 
6 7 0 -3.1241 -4.32115 0.285863 -2.66043 -4.59088 0.26825 
9 11 0 -0.232272 0.0149518 -0.00940013 -0.232272 -6.62776e-06 -6.626e-06 
9 7 0 3.25479 -5.18055 0.286799 3.06373 -5.28991 0.308973 
9 8 0 -2.91729 -4.43723 0.253194 -2.65651 -4.58739 0.267888 
11 13 0 -0.224432 0.00872292 0.0357269 -0.224432 -8.62204e-08 1.86786e-07 
11 8 0 2.91362 -4.63074 0.307407 2.74073 -4.73267 0.276538 
11 10 0 -2.8326 -4.37227 0.271866 -2.60771 -4.50301 0.263123 
13 15 0 -0.0736392 0.00589586 -0.0331816 -0.0736388 2.16579e-07 9.19141e-07 
13 10 0 2.8119 -4.48732 0.31857 2.65337 -4.58209 0.267739 
13 12 0 -2.8928 -4.51134 0.283781 -2.68357 -4.63329 0.27067 
15 17 0 -0.0766435 0.00178122 -0.00745605 -0.0766437 1.05423e-06 -1.28773e-06 
15 12 0 2.92233 -4.68752 0.249083 2.7661 -4.77626 0.278952 
15 14 0 -2.83892 -4.37055 0.291104 -2.60947 -4.50508 0.263206 
17 19 0 -0.161689 0.0141133 -0.00787478 -0.161688 -7.11188e-06 2.04958e-06 
17 14 0 2.6237 -4.88726 0.305837 2.77893 -4.79885 0.280458 
17 16 0 -2.4579 -4.47743 0.303169 -2.55978 -4.42107 0.258318 
19 21 0 -0.0280461 -0.00357978 -0.0867298 -0.0280419 8.09215e-07 1.31886e-06 
19 16 0 2.54487 -4.22955 0.261993 2.47388 -4.2714 0.249524 
19 18 0 -2.60335 -4.20926 0.283016 -2.48058 -4.2823 0.250042 
21 23 0 -0.125949 -0.000874265 -0.0125699 -0.12595 1.8382e-07 -5.32648e-06 
21 18 0 2.66908 -4.6897 0.214638 2.70242 -4.66703 0.272243 
21 20 0 -2.52762 -4.34153 0.228311 -2.5172 -4.3461 0.253575 
23 24 0 -0.198461 0.0142472 0.0175146 -0.198461 -2.64356e-06 -1.17042e-06 
23 20 0 2.58294 -4.76451 0.290976 2.71513 -4.68896 0.273809 
23 22 0 -2.41641 -4.31811 0.249634 -2.47937 -4.28163 0.250101 
24 27 0 -0.0729535 -9.17703e-05 0.0227418 -0.0729533 -1.63289e-06 -5.41075e-07 
24 22 0 2.47615 -4.41592 0.304819 2.53802 -4.38295 0.256053 
24 25 0 -2.52138 -4.36576 0.259426 -2.52652 -4.36305 0.254826 
27 25 0 2.67069 -4.18409 0.289833 2.48639 -4.29311 0.250784 
27 26 0 -2.70163 -4.15898 0.282321 -2.48361 -4.28714 0.250523 
28 31 0 -0.158607 0.015474 0.00697178 -0.158607 -1.07321e-06 6.82556e-06 
28 26 0 2.85088 -4.45521 0.306039 2.64935 -4.5742 0.267289 
28 29 0 -2.62688 -3.97907 0.257274 -2.38579 -4.11966 0.24058 
31 32 0 -0.269059 0.0244658 0.00980154 -0.269058 7.48164e-07 -5.63603e-06 
31 29 0 2.72427 -4.35188 0.253763 2.57104 -4.4403 0.259086 
31 30 0 -2.53247 -3.94454 0.192612 -2.34548 -4.05028 0.23629 
32 35 0 -0.313496 0.0219959 0.00645605 -0.313496 -3.66018e-06 8.10659e-06 
32 30 0 2.56972 -4.32 0.280454 2.51902 -4.3509 0.253933 
32 33 0 -2.43798 -4.02088 0.225774 -2.35546 -4.06797 0.237379 
35 36 0 -0.359935 0.0206888 0.000654379 -0.359935 -1.86493e-06 -6.23873e-06 
35 33 0 2.56892 -4.18228 0.228553 2.45804 -4.24537 0.247607 
35 34 0 -2.4519 -3.92319 0.204443 -2.31612 -4.00012 0.233312 
36 39 0 -0.342324 0.0177922 0.0210981 -0.342324 -9.03348e-07 2.83508e-06 
36 34 0 2.52923 -4.09635 0.256347 2.41153 -4.16527 0.24303 
36 37 0 -2.46717 -3.90794 0.205166 -2.31338 -3.99536 0.233038 
39 37 0 2.55055 -4.07091 0.250533 2.40572 -4.15523 0.242324 
39 38 0 -2.48133 -3.89098 0.212625 -2.30978 -3.98914 0.232653 
1 41 0 -3.16331 -4.40986 -0.30485 -2.70999 -4.67452 -0.273275 
41 3 0 -3.02493 4.31833 0.329253 -2.63288 4.54893 0.266361 
41 44 0 -0.0119446 0.00012511 -0.00118784 -0.0119446 3.32398e-06 3.97489e-07 
41 40 0 2.96274 -4.19307 0.342582 2.56653 -4.42763 0.258967 
41 42 0 -3.08166 -4.5374 0.292963 -2.74393 -4.73408 0.277188 
3 44 0 -2.93235 -4.25698 -0.278879 -2.58462 -4.45955 -0.26104 
4 44 0 3.22143 -4.53056 -0.26026 2.77518 -4.78804 -0.280183 
4 45 0 -3.0905 -4.35641 -0.298133 -2.66773 -4.60311 -0.269432 
44 42 0 3.07587 -4.73705 0.255007 2.82494 -4.88051 0.285481 
44 43 0 -2.8139 -4.05224 0.284624 -2.4667 -4.25558 0.249054 
45 7 0 -3.25483 4.77764 0.283178 -2.89018 4.98839 0.292044 
45 48 0 -0.19578 0.0202095 -0.0252663 -0.195776 -3.96964e-05 -3.75536e-06 
45 43 0 3.16574 -4.80307 0.286811 2.87938 -4.96878 0.2909 
45 46 0 -2.81149 -4.35922 0.309566 -2.59716 -4.48605 0.262616 
7 8 0 -0.249579 -0.0092548 0.0217487 -0.24958 -3.10911e-05 -6.17224e-07 
7 48 0 -2.87427 -4.73113 -0.315387 -2.77376 -4.79136 -0.28055 
8 48 0 3.04182 -4.41716 -0.319835 2.68146 -4.62877 -0.271056 
8 50 0 -3.08574 -4.65917 -0.249874 -2.79428 -4.82601 -0.282485 
8 10 0 -0.198926 -0.00909299 -0.0288076 -0.198926 -6.85182e-06 5.50154e-07 
48 50 0 -0.113621 0.0109629 -0.00294761 -0.11362 -9.5702e-06 1.8802e-06 
48 46 0 2.91554 -4.93166 0.310643 2.87218 -4.95797 0.29042 
48 47 0 -2.8239 -4.22411 0.338802 -2.54279 -4.39165 0.257307 
50 10 0 -2.94931 4.28696 0.333296 -2.60201 4.49224 0.262974 
50 52 0 -0.00526772 0.00433657 -0.0356694 -0.00526651 8.87321e-08 1.89264e-07 
50 47 0 2.72854 -4.31964 0.339594 2.56099 -4.42141 0.258992 
50 49 0 -2.97053 -4.62424 0.255584 -2.75107 -4.75004 0.277834 
